#HD132475                                                    
#                                                            
#  Heap-Lindler STIS                                         
# wavelength  ABmag  band
   2950.00  -18.885  2.74
   2952.74  -18.968  2.74
   2955.48  -18.975  2.74
   2958.22  -19.015  2.74
   2960.96  -19.014  2.74
   2963.70  -19.021  2.74
   2966.44  -18.843  2.74
   2969.18  -18.849  2.74
   2971.92  -18.917  2.74
   2974.66  -19.017  2.74
   2977.40  -19.083  2.74
   2980.14  -19.014  2.74
   2982.88  -18.901  2.74
   2985.62  -18.821  2.74
   2988.36  -18.943  2.74
   2991.10  -19.086  2.74
   2993.84  -19.049  2.74
   2996.58  -19.047  2.74
   2999.32  -18.999  2.74
   3002.06  -18.936  2.74
   3004.80  -19.020  2.74
   3007.54  -19.042  2.74
   3010.28  -19.078  2.74
   3013.02  -19.083  2.74
   3015.76  -19.037  2.74
   3018.50  -18.963  2.74
   3021.24  -18.935  2.74
   3023.98  -19.109  2.74
   3026.72  -19.125  2.74
   3029.46  -19.144  2.74
   3032.20  -19.134  2.74
   3034.94  -19.157  2.74
   3037.68  -19.136  2.74
   3040.42  -19.141  2.74
   3043.16  -19.121  2.74
   3045.90  -19.150  2.74
   3048.64  -19.163  2.74
   3051.38  -19.180  2.74
   3054.12  -19.157  2.74
   3056.86  -19.085  2.74
   3059.60  -19.039  2.74
   3062.34  -19.057  2.74
   3065.08  -18.976  2.74
   3067.82  -19.019  2.74
   3070.56  -19.072  2.74
   3073.30  -19.097  2.74
   3076.04  -19.108  2.74
   3078.78  -19.097  2.74
   3081.52  -19.141  2.74
   3084.26  -19.144  2.74
   3087.00  -19.088  2.74
   3089.74  -18.989  2.74
   3092.48  -18.972  2.74
   3095.22  -18.991  2.74
   3097.96  -18.986  2.74
   3100.70  -18.999  2.74
   3103.44  -19.125  2.74
   3106.18  -19.186  2.74
   3108.92  -19.229  2.74
   3111.66  -19.230  2.74
   3114.40  -19.215  2.74
   3117.14  -19.152  2.74
   3119.88  -19.113  2.74
   3122.62  -19.119  2.74
   3125.36  -19.104  2.74
   3128.10  -19.082  2.74
   3130.84  -19.119  2.74
   3133.58  -19.173  2.74
   3136.32  -19.201  2.74
   3139.06  -19.225  2.74
   3141.80  -19.137  2.74
   3144.54  -19.036  2.74
   3147.28  -19.150  2.74
