#HD165195                                                    
#                                                            
#  Heap-Lindler STIS                                         
# wavelength  ABmag  band
   2950.00   13.316  2.74
   2952.74   13.244  2.74
   2955.48   13.125  2.74
   2958.22   13.070  2.74
   2960.96   13.130  2.74
   2963.70   13.147  2.74
   2966.44   13.321  2.74
   2969.18   13.323  2.74
   2971.92   13.183  2.74
   2974.66   13.017  2.74
   2977.40   12.923  2.74
   2980.14   13.045  2.74
   2982.88   13.165  2.74
   2985.62   13.174  2.74
   2988.36   12.974  2.74
   2991.10   12.823  2.74
   2993.84   12.861  2.74
   2996.58   12.807  2.74
   2999.32   12.898  2.74
   3002.06   12.987  2.74
   3004.80   12.885  2.74
   3007.54   12.848  2.74
   3010.28   12.681  2.74
   3013.02   12.782  2.74
   3015.76   12.833  2.74
   3018.50   12.965  2.74
   3021.24   13.031  2.74
   3023.98   12.765  2.74
   3026.72   12.700  2.74
   3029.46   12.708  2.74
   3032.20   12.730  2.74
   3034.94   12.616  2.74
   3037.68   12.656  2.74
   3040.42   12.673  2.74
   3043.16   12.660  2.74
   3045.90   12.580  2.74
   3048.64   12.581  2.74
   3051.38   12.498  2.74
   3054.12   12.587  2.74
   3056.86   12.669  2.74
   3059.60   12.747  2.74
   3062.34   12.745  2.74
   3065.08   12.967  2.74
   3067.82   13.063  2.74
   3070.56   12.871  2.74
   3073.30   12.670  2.74
   3076.04   12.587  2.74
   3078.78   12.601  2.74
   3081.52   12.611  2.74
   3084.26   12.653  2.74
   3087.00   12.631  2.74
   3089.74   12.803  2.74
   3092.48   13.043  2.74
   3095.22   12.850  2.74
   3097.96   12.774  2.74
   3100.70   12.835  2.74
   3103.44   12.659  2.74
   3106.18   12.450  2.74
   3108.92   12.451  2.74
   3111.66   12.377  2.74
   3114.40   12.360  2.74
   3117.14   12.495  2.74
   3119.88   12.596  2.74
   3122.62   12.664  2.74
   3125.36   12.682  2.74
   3128.10   12.681  2.74
   3130.84   12.602  2.74
   3133.58   12.435  2.74
   3136.32   12.356  2.74
   3139.06   12.370  2.74
   3141.80   12.410  2.74
   3144.54   12.479  2.74
   3147.28   12.486  2.74
   3150.02   12.367  2.74
   3152.76   12.334  2.74
   3155.50   12.321  2.74
   3158.24   12.342  2.74
   3160.98   12.406  2.74
   3163.72   12.324  2.74
   3166.46   12.251  2.74
   3169.20   12.129  2.74
   3171.94   12.014  2.74
