#HD083212                                                    
#                                                            
#  Heap-Lindler STIS                                         
# wavelength  ABmag  band
   2950.00   13.244  2.74
   2952.74   13.134  2.74
   2955.48   13.075  2.74
   2958.22   12.994  2.74
   2960.96   13.049  2.74
   2963.70   13.078  2.74
   2966.44   13.436  2.74
   2969.18   13.350  2.74
   2971.92   13.147  2.74
   2974.66   12.938  2.74
   2977.40   12.866  2.74
   2980.14   13.115  2.74
   2982.88   13.336  2.74
   2985.62   13.283  2.74
   2988.36   12.959  2.74
   2991.10   12.794  2.74
   2993.84   12.927  2.74
   2996.58   12.830  2.74
   2999.32   13.003  2.74
   3002.06   13.169  2.74
   3004.80   12.951  2.74
   3007.54   12.941  2.74
   3010.28   12.721  2.74
   3013.02   12.784  2.74
   3015.76   12.858  2.74
   3018.50   13.108  2.74
   3021.24   13.147  2.74
   3023.98   12.783  2.74
   3026.72   12.777  2.74
   3029.46   12.707  2.74
   3032.20   12.653  2.74
   3034.94   12.543  2.74
   3037.68   12.660  2.74
   3040.42   12.666  2.74
   3043.16   12.636  2.74
   3045.90   12.593  2.74
   3048.64   12.639  2.74
   3051.38   12.491  2.74
   3054.12   12.629  2.74
   3056.86   12.805  2.74
   3059.60   12.977  2.74
   3062.34   12.890  2.74
   3065.08   13.049  2.74
   3067.82   12.937  2.74
   3070.56   12.733  2.74
   3073.30   12.650  2.74
   3076.04   12.629  2.74
   3078.78   12.603  2.74
   3081.52   12.633  2.74
   3084.26   12.551  2.74
   3087.00   12.634  2.74
   3089.74   12.870  2.74
   3092.48   12.874  2.74
   3095.22   12.854  2.74
   3097.96   12.925  2.74
   3100.70   12.859  2.74
   3103.44   12.589  2.74
   3106.18   12.422  2.74
   3108.92   12.371  2.74
   3111.66   12.354  2.74
   3114.40   12.366  2.74
   3117.14   12.490  2.74
   3119.88   12.675  2.74
   3122.62   12.688  2.74
   3125.36   12.594  2.74
   3128.10   12.622  2.74
   3130.84   12.517  2.74
   3133.58   12.478  2.74
   3136.32   12.436  2.74
   3139.06   12.344  2.74
   3141.80   12.440  2.74
   3144.54   12.566  2.74
   3147.28   12.485  2.74
   3150.02   12.318  2.74
   3152.76   12.329  2.74
   3155.50   12.427  2.74
   3158.24   12.640  2.74
   3160.98   12.693  2.74
   3163.72   12.496  2.74
   3166.46   12.336  2.74
   3169.20   12.202  2.74
   3171.94   12.072  2.74
   3174.68   12.068  2.74
   3177.42   12.107  2.74
   3180.16   12.253  2.74
   3182.90   12.376  2.74
   3185.64   12.325  2.74
   3188.38   12.257  2.74
   3191.12   12.368  2.74
   3193.86   12.368  2.74
