#HD044007                                                    
#                                                            
#  Heap-Lindler STIS                                         
# wavelength  ABmag  band
   2950.00   11.496  2.74
   2952.74   11.401  2.74
   2955.48   11.332  2.74
   2958.22   11.328  2.74
   2960.96   11.314  2.74
   2963.70   11.331  2.74
   2966.44   11.644  2.74
   2969.18   11.589  2.74
   2971.92   11.439  2.74
   2974.66   11.270  2.74
   2977.40   11.129  2.74
   2980.14   11.346  2.74
   2982.88   11.523  2.74
   2985.62   11.568  2.74
   2988.36   11.313  2.74
   2991.10   11.142  2.74
   2993.84   11.214  2.74
   2996.58   11.165  2.74
   2999.32   11.290  2.74
   3002.06   11.399  2.74
   3004.80   11.215  2.74
   3007.54   11.190  2.74
   3010.28   11.078  2.74
   3013.02   11.129  2.74
   3015.76   11.212  2.74
   3018.50   11.329  2.74
   3021.24   11.354  2.74
   3023.98   11.064  2.74
   3026.72   11.035  2.74
   3029.46   11.029  2.74
   3032.20   11.021  2.74
   3034.94   10.966  2.74
   3037.68   11.073  2.74
   3040.42   11.052  2.74
   3043.16   11.039  2.74
   3045.90   10.983  2.74
   3048.64   10.979  2.74
   3051.38   10.882  2.74
   3054.12   10.978  2.74
   3056.86   11.127  2.74
   3059.60   11.193  2.74
   3062.34   11.166  2.74
   3065.08   11.291  2.74
   3067.82   11.246  2.74
   3070.56   11.102  2.74
   3073.30   11.013  2.74
   3076.04   10.998  2.74
   3078.78   11.000  2.74
   3081.52   11.022  2.74
   3084.26   11.001  2.74
   3087.00   11.135  2.74
   3089.74   11.231  2.74
   3092.48   11.272  2.74
   3095.22   11.199  2.74
   3097.96   11.223  2.74
   3100.70   11.228  2.74
   3103.44   10.993  2.74
   3106.18   10.876  2.74
   3108.92   10.845  2.74
   3111.66   10.834  2.74
   3114.40   10.858  2.74
   3117.14   10.967  2.74
   3119.88   11.112  2.74
   3122.62   11.113  2.74
   3125.36   11.085  2.74
   3128.10   11.056  2.74
   3130.84   10.995  2.74
   3133.58   10.984  2.74
   3136.32   10.936  2.74
   3139.06   10.893  2.74
   3141.80   11.065  2.74
   3144.54   11.203  2.74
   3147.28   11.020  2.74
   3150.02   10.908  2.74
   3152.76   10.916  2.74
   3155.50   11.070  2.74
   3158.24   11.225  2.74
   3160.98   11.132  2.74
   3163.72   11.028  2.74
   3166.46   10.953  2.74
   3169.20   10.843  2.74
   3171.94   10.688  2.74
   3174.68   10.697  2.74
   3177.42   10.791  2.74
   3180.16   10.960  2.74
   3182.90   11.040  2.74
   3185.64   10.934  2.74
   3188.38   10.826  2.74
   3191.12   10.949  2.74
   3193.86   10.905  2.74
   3196.60   10.743  2.74
   3199.34   10.689  2.74
   3202.08   10.657  2.74
   3204.82   10.607  2.74
   3207.56   10.676  2.74
   3210.30   10.806  2.74
   3213.04   10.859  2.74
   3215.78   10.749  2.74
   3218.52   10.636  2.74
   3221.26   10.674  2.74
   3224.00   10.721  2.74
   3226.74   10.797  2.74
   3229.48   10.812  2.74
