#HD029574                                                    
#                                                            
#  Heap-Lindler STIS                                         
# wavelength  ABmag  band
   2950.00   14.735  2.74
   2952.74   14.619  2.74
   2955.48   14.553  2.74
   2958.22   14.456  2.74
   2960.96   14.491  2.74
   2963.70   14.535  2.74
   2966.44   14.778  2.74
   2969.18   14.761  2.74
   2971.92   14.609  2.74
   2974.66   14.416  2.74
   2977.40   14.351  2.74
   2980.14   14.522  2.74
   2982.88   14.720  2.74
   2985.62   14.658  2.74
   2988.36   14.368  2.74
   2991.10   14.253  2.74
   2993.84   14.251  2.74
   2996.58   14.250  2.74
   2999.32   14.586  2.74
   3002.06   14.420  2.74
   3004.80   14.304  2.74
   3007.54   14.359  2.74
   3010.28   14.066  2.74
   3013.02   14.272  2.74
   3015.76   14.287  2.74
   3018.50   14.447  2.74
   3021.24   14.638  2.74
   3023.98   14.192  2.74
   3026.72   14.021  2.74
   3029.46   14.080  2.74
   3032.20   14.011  2.74
   3034.94   13.958  2.74
   3037.68   14.143  2.74
   3040.42   14.033  2.74
   3043.16   14.029  2.74
   3045.90   14.006  2.74
   3048.64   14.009  2.74
   3051.38   13.889  2.74
   3054.12   14.046  2.74
   3056.86   14.163  2.74
   3059.60   14.281  2.74
   3062.34   14.251  2.74
   3065.08   14.305  2.74
   3067.82   14.606  2.74
   3070.56   14.192  2.74
   3073.30   14.079  2.74
   3076.04   13.983  2.74
   3078.78   13.766  2.74
   3081.52   13.939  2.74
   3084.26   14.184  2.74
   3087.00   14.046  2.74
   3089.74   14.224  2.74
   3092.48   14.257  2.74
   3095.22   14.202  2.74
   3097.96   14.333  2.74
   3100.70   14.236  2.74
   3103.44   13.888  2.74
   3106.18   13.784  2.74
   3108.92   13.835  2.74
   3111.66   13.795  2.74
   3114.40   13.759  2.74
   3117.14   13.820  2.74
   3119.88   14.057  2.74
   3122.62   14.138  2.74
   3125.36   13.993  2.74
   3128.10   14.121  2.74
   3130.84   14.062  2.74
   3133.58   13.749  2.74
   3136.32   13.972  2.74
   3139.06   13.732  2.74
   3141.80   13.724  2.74
   3144.54   14.048  2.74
   3147.28   13.792  2.74
   3150.02   13.652  2.74
   3152.76   13.701  2.74
   3155.50   13.599  2.74
   3158.24   13.734  2.74
   3160.98   13.878  2.74
   3163.72   13.697  2.74
   3166.46   13.597  2.74
   3169.20   13.565  2.74
   3171.94   13.320  2.74
   3174.68   13.384  2.74
   3177.42   13.326  2.74
   3180.16   13.501  2.74
   3182.90   13.775  2.74
   3185.64   13.676  2.74
   3188.38   13.480  2.74
   3191.12   13.631  2.74
   3193.86   13.533  2.74
   3196.60   13.432  2.74
   3199.34   13.318  2.74
   3202.08   13.197  2.74
   3204.82   13.160  2.74
   3207.56   13.258  2.74
   3210.30   13.333  2.74
   3213.04   13.476  2.74
   3215.78   13.488  2.74
   3218.52   13.306  2.74
   3221.26   13.373  2.74
   3224.00   13.401  2.74
   3226.74   13.457  2.74
   3229.48   13.572  2.74
   3232.22   13.377  2.74
   3234.96   13.480  2.74
   3237.70   13.378  2.74
   3240.44   13.208  2.74
   3243.18   13.154  2.74
   3245.92   13.220  2.74
   3248.66   13.189  2.74
   3251.40   13.194  2.74
   3254.14   13.064  2.74
   3256.88   12.827  2.74
   3259.62   12.795  2.74
   3262.36   12.936  2.74
   3265.10   12.923  2.74
   3267.84   12.882  2.74
   3270.58   12.845  2.74
   3273.32   12.894  2.74
   3276.06   12.938  2.74
   3278.80   12.915  2.74
   3281.54   12.880  2.74
   3284.28   12.903  2.74
   3287.02   12.889  2.74
   3289.76   12.773  2.74
   3292.50   12.611  2.74
   3295.24   12.576  2.74
   3297.98   12.712  2.74
   3300.72   12.711  2.74
   3303.46   12.743  2.74
   3306.20   12.823  2.74
   3308.94   12.814  2.74
   3311.68   12.830  2.74
   3314.42   12.799  2.74
   3317.16   12.750  2.74
   3319.90   12.797  2.74
   3322.64   12.796  2.74
   3325.38   12.718  2.74
   3328.12   12.789  2.74
   3330.86   12.793  2.74
   3333.60   12.776  2.74
   3336.34   12.942  2.74
   3339.08   12.855  2.74
   3341.82   12.782  2.74
   3344.56   12.733  2.74
   3347.30   12.702  2.74
   3350.04   12.726  2.74
   3352.78   12.678  2.74
   3355.52   12.675  2.74
   3358.26   12.949  2.74
   3361.00   13.180  2.74
   3363.74   12.885  2.74
   3366.48   12.805  2.74
   3369.22   12.993  2.74
   3371.96   13.029  2.74
   3374.70   12.881  2.74
   3377.44   12.686  2.74
   3380.18   12.756  2.74
   3382.92   12.759  2.74
   3385.66   12.791  2.74
   3388.40   12.712  2.74
   3391.14   12.708  2.74
   3393.88   12.693  2.74
   3396.62   12.497  2.74
   3399.36   12.358  2.74
   3402.10   12.342  2.74
   3404.84   12.483  2.74
   3407.58   12.508  2.74
   3410.32   12.521  2.74
   3413.06   12.532  2.74
   3415.80   12.481  2.74
   3418.54   12.360  2.74
   3421.28   12.320  2.74
   3424.02   12.339  2.74
   3426.76   12.304  2.74
   3429.50   12.191  2.74
   3432.24   12.275  2.74
   3434.98   12.254  2.74
   3437.72   12.257  2.74
   3440.46   12.414  2.74
   3443.20   12.505  2.74
   3445.94   12.302  2.74
   3448.68   12.148  2.74
   3451.42   12.179  2.74
   3454.16   12.203  2.74
   3456.90   12.155  2.74
   3459.64   12.205  2.74
   3462.38   12.166  2.74
   3465.12   12.116  2.74
   3467.86   12.104  2.74
   3470.60   12.061  2.74
   3473.34   12.191  2.74
   3476.08   12.341  2.74
   3478.82   12.156  2.74
   3481.56   12.105  2.74
   3484.30   12.131  2.74
   3487.04   11.993  2.74
   3489.78   12.085  2.74
   3492.52   12.132  2.74
   3495.26   12.155  2.74
   3498.00   12.137  2.74
   3500.74   11.965  2.74
   3503.48   11.859  2.74
   3506.22   11.995  2.74
   3508.96   11.918  2.74
   3511.70   11.997  2.74
   3514.44   12.034  2.74
   3517.18   11.881  2.74
   3519.92   11.931  2.74
   3522.66   12.092  2.74
   3525.40   12.106  2.74
   3528.14   12.030  2.74
   3530.88   11.908  2.74
   3533.62   11.825  2.74
   3536.36   11.812  2.74
   3539.10   11.749  2.74
   3541.84   11.727  2.74
   3544.58   11.707  2.74
   3547.32   11.744  2.74
   3550.06   11.766  2.74
   3552.80   11.816  2.74
   3555.54   11.754  2.74
   3558.28   11.709  2.74
   3561.02   11.780  2.74
   3563.76   11.760  2.74
   3566.50   11.934  2.74
   3569.24   11.939  2.74
   3571.98   11.913  2.74
   3574.72   11.889  2.74
   3577.46   11.858  2.74
   3580.20   11.867  2.74
   3582.94   11.935  2.74
   3585.68   12.044  2.74
   3588.42   12.032  2.74
   3591.16   11.878  2.74
   3593.90   11.717  2.74
   3596.64   11.629  2.74
   3599.38   11.611  2.74
   3602.12   11.651  2.74
   3604.86   11.670  2.74
   3607.60   11.690  2.74
   3610.34   11.822  2.74
   3613.08   11.753  2.74
   3615.82   11.661  2.74
   3618.56   11.736  2.74
   3621.30   11.674  2.74
   3624.04   11.564  2.74
   3626.78   11.500  2.74
   3629.52   11.559  2.74
   3632.26   11.705  2.74
   3635.00   11.685  2.74
   3637.74   11.541  2.74
   3640.48   11.476  2.74
   3643.22   11.559  2.74
