5550.4189453125  0.9796875
5551.67063748836  0.9912127
5552.92232966423  1.003462
5554.17402184009  0.9804425
5555.42571401596  0.9765828
5556.67740619182  0.9892942
5557.92909836769  0.9947643
5559.18079054355  1.003314
5560.43248271942  0.9866062
5561.68417489528  0.9648536
5562.93586707115  0.9725475
5564.18755924701  0.9846342
5565.43925142288  0.9754236
5566.69094359874  0.9698734
5567.94263577461  0.973519
5569.19432795047  0.9776214
5570.44602012634  0.9815184
5571.69771230221  0.9824231
5572.94940447807  0.990997
5574.20109665394  0.9881681
5575.4527888298  0.9864506
5576.70448100567  0.9779751
5577.95617318153  0.9683017
5579.2078653574  0.9941655
5580.45955753326  0.9993131
5581.71124970913  0.9579965
5582.96294188499  0.9436604
5584.21463406086  0.9545479
5585.46632623672  0.9558641
5586.71801841259  0.95632
5587.96971058845  0.9614239
5589.22140276432  0.9722472
5590.47309494018  0.9863625
5591.72478711605  0.9901599
5592.97647929191  0.9798028
5594.22817146778  0.9801843
5595.47986364364  0.9713272
5596.73155581951  0.9780393
5597.98324799537  0.9977473
5599.23494017124  0.9856563
5600.4866323471  0.975641
5601.73832452297  0.9795511
5602.99001669884  0.9738143
5604.2417088747  0.9758414
5605.49340105056  0.9946697
5606.74509322643  0.9876899
5607.99678540229  0.98418
5609.24847757816  0.9829882
5610.50016975403  0.9642865
5611.75186192989  0.9623182
5613.00355410576  0.9822335
5614.25524628162  0.9959475
5615.50693845749  0.998969
5616.75863063335  0.9956902
5618.01032280922  0.995825
5619.26201498508  1.000705
5620.51370716095  0.987297
5621.76539933681  0.9704287
5623.01709151268  0.9812302
5624.26878368854  0.9891552
5625.52047586441  0.9791995
5626.77216804027  0.9852834
5628.02386021614  0.9825841
5629.275552392  0.9805927
5630.52724456787  1.00044
5631.77893674373  0.9979286
5633.0306289196  0.9771726
5634.28232109546  0.9855493
5635.53401327133  0.9981314
5636.78570544719  0.9935706
5638.03739762306  0.9865518
5639.28908979892  0.9680752
5640.54078197479  0.9726022
5641.79247415065  1.002458
5643.04416632652  1.002043
5644.29585850238  0.9936954
5645.54755067825  0.9973394
5646.79924285412  1.008166
5648.05093502998  1.012128
5649.30262720585  1.005361
5650.55431938171  0.9967242
5651.80601155758  0.9952421
5653.05770373344  1.008482
5654.30939590931  0.9925439
5655.56108808517  0.9740843
5656.81278026104  0.9894208
5658.0644724369  0.9918659
5659.31616461277  0.987751
5660.56785678863  0.9989138
5661.8195489645  1.008697
5663.07124114036  1.0064
